xcord,ycord,zcord,carbon,year,plot,state,sizeclass,DBH,commonname,scientificname
320412.9844,4092697.338,2107.22998046875,0.075626569,2004,uc3,Live,2,20.8,Incense Cedar,Calocedrus decurrens
320411.1744,4092696.608,2107.639892578125,0.003356606,2004,uc3,Live,1,5.5,White Fir,Abies concolor
320409.7144,4092696.418,2107.780029296875,0.007202971,2004,uc3,Live,1,7.5,White Fir,Abies concolor
320409.6944,4092695.958,2107.780029296875,0.098377642,2004,uc3,Live,2,21.6,White Fir,Abies concolor
320411.1844,4092695.808,2107.56005859375,0.041261202,2004,uc3,Live,1,16,Sugar Pine,Pinus lambertiana
320412.0744,4092695.738,2107.320068359375,0.010224761,2004,uc3,Live,1,9,Sugar Pine,Pinus lambertiana
320414.3144,4092698.528,2107.199951171875,0.070077478,2004,uc3,Live,1,19.9,Sugar Pine,Pinus lambertiana
320410.9644,4092694.648,2107.469970703125,0.016523237,2004,uc3,Live,1,10.5,White Fir,Abies concolor
320408.1944,4092692.838,2107.949951171875,3.362513891,2004,uc3,Live,5,89.8,White Fir,Abies concolor
320405.6844,4092694.278,2108.449951171875,0.01853536,2004,uc3,Dead,1,11,White Fir,Abies concolor
320408.1744,4092690.388,2107.68994140625,0.127703527,2004,uc3,Live,2,24,White Fir,Abies concolor
320400.3144,4092692.148,2109.820068359375,3.268945788,2004,uc3,Live,6,110.4,Incense Cedar,Calocedrus decurrens
320398.9144,4092692.478,2110.0400390625,0.005865127,2004,uc3,Live,1,6.9,White Fir,Abies concolor
320399.8744,4092694.538,2110.030029296875,0.004873311,2004,uc3,Live,1,6.4,White Fir,Abies concolor
320413.7444,4092671.698,2104.5,0.008975629,2004,uc3,Live,1,8.2,White Fir,Abies concolor
320414.5044,4092668.248,2103.72998046875,0.015011949,2004,uc3,Live,1,10.1,White Fir,Abies concolor
320413.0844,4092669.268,2104.449951171875,0.01538167,2004,uc3,Live,1,10.2,White Fir,Abies concolor
320411.8744,4092669.608,2104.830078125,0.025420998,2004,uc3,Live,1,12.5,White Fir,Abies concolor
320412.6444,4092668.128,2104.27001953125,0.029628809,2004,uc3,Dead,1,15.5,Sugar Pine,Pinus lambertiana
320413.3844,4092665.668,2103.8701171875,0.033641657,2004,uc3,Live,1,14,White Fir,Abies concolor
320415.3344,4092662.828,2102.949951171875,0.008708073,2004,uc3,Live,1,8.1,White Fir,Abies concolor
320415.7944,4092662.458,2102.510009765625,0.073495808,2004,uc3,Live,1,19.2,White Fir,Abies concolor
320414.9144,4092662.148,2102.68994140625,0.035162221,2004,uc3,Dead,1,14.6,White Fir,Abies concolor
320416.0944,4092660.838,2102.330078125,0.054382707,2004,uc3,Dead,1,17,White Fir,Abies concolor
320417.1444,4092661.488,2102.090087890625,0.016576065,2004,uc3,Dead,1,10.8,White Fir,Abies concolor
320416.6344,4092660.578,2102.090087890625,0.144105645,2004,uc3,Live,2,25.2,White Fir,Abies concolor
320415.9744,4092660.058,2102.25,0.060453411,2004,uc3,Live,1,19.3,Incense Cedar,Calocedrus decurrens
320415.3344,4092659.488,2102.3798828125,0.098377642,2004,uc3,Live,2,21.6,White Fir,Abies concolor
320417.7044,4092660.008,2101.639892578125,0.033641657,2004,uc3,Live,1,14,White Fir,Abies concolor
320415.6044,4092657.318,2101.72998046875,0.018152083,2004,uc3,Dead,1,11.2,White Fir,Abies concolor
320415.4844,4092657.108,2102.030029296875,0.008263286,2004,uc3,Dead,1,9,White Fir,Abies concolor
320414.9044,4092657.018,2102.030029296875,0.085396164,2004,uc3,Live,2,20.4,White Fir,Abies concolor
320412.3944,4092660.588,2103.39990234375,0.092143135,2004,uc3,Dead,2,21.5,White Fir,Abies concolor
320411.5344,4092659.918,2103.27001953125,1.029382744,2004,uc3,Dead,4,60.2,White Fir,Abies concolor
320411.5144,4092660.618,2103.39990234375,0.070443315,2004,uc3,Dead,1,19.3,White Fir,Abies concolor
320410.5344,4092666.158,2104.4599609375,0.012572503,2004,uc3,Live,1,9.4,White Fir,Abies concolor
320409.4344,4092665.248,2104.949951171875,0.01853536,2004,uc3,Live,1,11,White Fir,Abies concolor
320408.0644,4092664.528,2105.280029296875,0.007934217,2004,uc3,Live,1,7.8,White Fir,Abies concolor
320408.5644,4092666.608,2105.280029296875,0.005657959,2004,uc3,Live,1,6.8,White Fir,Abies concolor
320409.0644,4092667.608,2105.409912109375,0.034239022,2004,uc3,Live,1,14.1,White Fir,Abies concolor
320409.8444,4092667.708,2105.110107421875,0.046807714,2004,uc3,Live,1,16,White Fir,Abies concolor
320409.9944,4092668.648,2105.27001953125,0.003508649,2004,uc3,Live,1,5.6,White Fir,Abies concolor
320410.0144,4092669.538,2105.429931640625,0.006968556,2004,uc3,Live,1,7.4,White Fir,Abies concolor
320406.8944,4092668.598,2106.169921875,0.060093317,2004,uc3,Live,1,17.7,White Fir,Abies concolor
320407.2144,4092667.498,2105.89990234375,0.027479476,2004,uc3,Live,1,12.9,White Fir,Abies concolor
320404.4444,4092666.688,2106.75,0.036691578,2004,uc3,Live,1,14.5,White Fir,Abies concolor
320404.3844,4092668.558,2107.010009765625,0.008187395,2004,uc3,Live,1,7.9,White Fir,Abies concolor
320404.4144,4092669.168,2107.010009765625,0.212896315,2004,uc3,Live,2,29.5,White Fir,Abies concolor
320402.6744,4092671.498,2107.43994140625,0.037570724,2004,uc3,Dead,1,16.2,White Fir,Abies concolor
320401.8944,4092671.688,2107.780029296875,0.069538661,2004,uc3,Dead,1,19.2,White Fir,Abies concolor
320400.9344,4092670.508,2107.820068359375,0.126389836,2004,uc3,Live,2,23.9,White Fir,Abies concolor
320400.4344,4092669.078,2107.68994140625,0.026955875,2004,uc3,Live,1,12.8,White Fir,Abies concolor
320399.3144,4092671.178,2108.2099609375,0.010386711,2004,uc3,Live,1,8.7,White Fir,Abies concolor
320400.3644,4092673.528,2108.31005859375,0.117419933,2004,uc3,Live,2,23.2,White Fir,Abies concolor
320404.0944,4092679.058,2107.85009765625,0.100648458,2004,uc3,Live,2,21.8,White Fir,Abies concolor
320397.0744,4092672.958,2109.090087890625,0.069229476,2004,uc3,Live,1,20,Incense Cedar,Calocedrus decurrens
320396.4144,4092669.628,2108.75,0.030509337,2004,uc3,Live,1,13.9,Incense Cedar,Calocedrus decurrens
320397.4344,4092669.148,2108.280029296875,0.055177717,2004,uc3,Live,1,17.1,White Fir,Abies concolor
