xcord,ycord,biomass,year
14,340,71.3178,2010
15,340,98.6695,2010
16,340,101.461,2010
17,340,108.055,2010
18,340,96.3087,2010
19,340,90.1623,2010
20,340,91.1338,2010
21,340,91.2035,2010
22,340,94.0003,2010
23,340,106.242,2010
24,340,95.2462,2010
25,340,85.8819,2010
26,340,84.1968,2010
27,340,86.9533,2010
28,340,82.95,2010
29,340,81.6261,2010
30,340,78.9214,2010
31,340,78.1279,2010
32,340,75.111,2010
33,340,74.201,2010
34,340,77.3053,2010
35,340,79.0611,2010
36,340,80.1298,2010
37,340,79.9805,2010
38,340,92.2988,2010
39,340,90.0556,2010
40,340,86.5234,2010
41,340,81.7457,2010
42,340,83.8206,2010
43,340,74.3411,2010
44,340,84.6857,2010
45,340,87.2257,2010
46,340,75.9812,2010
47,340,80.9248,2010
48,340,76.7056,2010
49,340,65.8593,2010
50,340,63.3836,2010
51,340,61.8714,2010
52,340,64.328,2010
53,340,63.4929,2010
54,340,59.5315,2010
55,340,60.1143,2010
56,340,58.1143,2010
57,340,60.6872,2010
58,340,63.6828,2010
59,340,60.1433,2010
60,340,58.1652,2010
61,340,51.6372,2010
62,340,52.1957,2010
63,340,51.3802,2010
64,340,52.4797,2010
65,340,53.0175,2010
1,339,105.03,2010
2,339,104.355,2010
3,339,106.989,2010
4,339,107.555,2010
5,339,115.86,2010
6,339,90.1614,2010
7,339,92.9383,2010
8,339,98.3692,2010
9,339,96.9681,2010
10,339,105.247,2010
11,339,92.2138,2010
12,339,81.6172,2010
13,339,101.709,2010
14,339,101.12,2010
15,339,100.38,2010
16,339,104.378,2010
17,339,99.0997,2010
18,339,100.275,2010
19,339,94.7647,2010
20,339,98.1581,2010
21,339,101.785,2010
22,339,93.7637,2010
23,339,99.4583,2010
24,339,90.4429,2010
25,339,83.2208,2010
26,339,75.5887,2010
27,339,76.0013,2010
28,339,77.9717,2010
29,339,83.6883,2010
30,339,82.7306,2010
31,339,78.2727,2010
32,339,73.585,2010
33,339,70.1069,2010
34,339,76.3464,2010
35,339,81.3747,2010
36,339,81.8964,2010
37,339,83.2249,2010
38,339,93.617,2010
39,339,90.5426,2010
40,339,89.9605,2010
41,339,89.3635,2010
42,339,81.35,2010
43,339,83.5792,2010
44,339,76.9492,2010
45,339,76.491,2010
46,339,85.8639,2010
47,339,75.8983,2010
48,339,73.1509,2010
49,339,75.3664,2010
50,339,69.1627,2010
51,339,62.6663,2010
52,339,64.7424,2010
53,339,61.0916,2010
54,339,58.2949,2010
55,339,57.7591,2010
56,339,57.921,2010
57,339,58.5668,2010
58,339,59.0787,2010
59,339,58.181,2010
60,339,56.6079,2010
61,339,54.8609,2010
62,339,55.3258,2010
63,339,52.838,2010
64,339,52.2921,2010
65,339,53.4388,2010
66,339,56.7962,2010
1,338,103.779,2010
2,338,105.725,2010
3,338,111.65,2010
4,338,115.468,2010
5,338,114.65,2010
6,338,108.68,2010
7,338,115.834,2010
8,338,117.815,2010
9,338,99.2814,2010
10,338,98.6869,2010
11,338,80.9176,2010
12,338,102.351,2010
13,338,107.683,2010
14,338,108.188,2010
15,338,106.952,2010
16,338,110.118,2010
17,338,110.367,2010
18,338,105.437,2010
19,338,105.067,2010
20,338,102.676,2010
21,338,107.148,2010
22,338,95.4126,2010
23,338,91.5756,2010
24,338,86.3637,2010
25,338,82.0352,2010
26,338,71.0677,2010
27,338,78.3728,2010
28,338,75.6399,2010
29,338,78.9487,2010
30,338,75.3417,2010
31,338,72.1749,2010
32,338,75.535,2010
33,338,67.5603,2010
34,338,76.1456,2010
35,338,80.3064,2010
36,338,82.3188,2010
37,338,86.3145,2010
38,338,91.0617,2010
39,338,91.4702,2010
40,338,85.8501,2010
41,338,86.7597,2010
42,338,87.204,2010
43,338,82.9241,2010
44,338,78.263,2010
45,338,78.4571,2010
46,338,83.1513,2010
47,338,85.3569,2010
48,338,79.2416,2010
49,338,67.873,2010
50,338,64.5204,2010
51,338,61.364,2010
52,338,60.3752,2010
53,338,60.1554,2010
54,338,60.931,2010
55,338,58.8973,2010
56,338,57.0032,2010
57,338,56.8683,2010
58,338,56.8576,2010
59,338,59.1877,2010
60,338,54.5839,2010
61,338,55.6143,2010
62,338,54.742,2010
63,338,54.485,2010
64,338,52.9044,2010
65,338,52.0755,2010
66,338,48.0783,2010
67,338,46.722,2010
1,337,106.656,2010
2,337,108.634,2010
3,337,113.589,2010
4,337,119.995,2010
5,337,114.193,2010
6,337,116.226,2010
7,337,117.592,2010
8,337,108.469,2010
9,337,94.0545,2010
10,337,100.589,2010
11,337,96.2813,2010
12,337,102.643,2010
13,337,106.247,2010
14,337,109.65,2010
15,337,118.121,2010
16,337,107.603,2010
17,337,103.576,2010
18,337,105.145,2010
19,337,104.906,2010
20,337,106.472,2010
21,337,108.632,2010
22,337,100.05,2010
23,337,90.1123,2010
24,337,88.1844,2010
25,337,81.8968,2010
26,337,77.3906,2010
27,337,77.2509,2010
28,337,82.3167,2010
29,337,86.9586,2010
30,337,79.2071,2010
31,337,75.2261,2010
32,337,73.8389,2010
33,337,68.9107,2010
34,337,69.0216,2010
35,337,75.6,2010
36,337,81.9616,2010
37,337,84.8951,2010
38,337,83.3076,2010
39,337,88.3786,2010
40,337,79.9427,2010
41,337,88.867,2010
42,337,84.0369,2010
43,337,73.9973,2010
44,337,77.4094,2010
45,337,86.2526,2010
46,337,87.1503,2010
47,337,87.3079,2010
48,337,83.641,2010
49,337,72.7861,2010
50,337,65.6217,2010
51,337,62.3423,2010
52,337,61.4776,2010
53,337,61.3214,2010
54,337,58.7828,2010
55,337,59.6478,2010
56,337,59.6289,2010
57,337,56.0738,2010
58,337,58.015,2010
59,337,57.3554,2010
60,337,55.0563,2010
61,337,54.8971,2010
62,337,54.5456,2010
63,337,56.1339,2010
64,337,53.5308,2010
65,337,52.8001,2010
66,337,46.6607,2010
